Penal Code,Crime,Weapon Used,Age,Gender,Cognizable,Time,Date,Location,FIR Launched by
298,Uttering words with deliberate intent to wound religious feelings,,18,Male,FALSE,13:59,27/5/2023,KK Market,
354A,Sexual harassment,,62,Female,FALSE,23:17,25/4/2020,Mahesh Society,Suman
354D,Stalking,,70,Female,FALSE,19:56,3/10/2023,Sukhsagar Nagar,Anita
359,Kidnapping,knife,59,Male,TRUE,19:00,24/8/2022,Dolphin Chowk,Sujoy
376B,Sexual intercourse by husband upon his wife during separation,,34,Male,FALSE,16:06,17/1/2021,Khau Gali,Prasad
383,Extortion,ropes,38,Male,TRUE,8:03,31/12/2021,Katraj,Abhay
410,Stolen property,,19,Male,FALSE,23:14,19/5/2020,Katraj,Sujoy
337,Causing hurt by act endangering life or personal safety of other,knife,67,Male,TRUE,6:04,31/4/2021,KK Market,Vineet
396,"Dacoity,Murder",gun,42,Male,TRUE,16:07,14/12/2021,City Pride,Mustufa
354D,Stalking,,39,Female,FALSE,19:31,23/7/2021,Swargate,Kajal
415,Cheating,,24,Male,FALSE,13:52,16/8/2020,Chintamani III,Abdul
378,Theft,,60,Male,TRUE,15:34,24/8/2020,Dolphin Chowk,Riyan
445,House-breaking,rod,27,Male,TRUE,13:22,25/6/2023,Sukhsagar Nagar,Atharva
354D,Stalking,,35,Female,FALSE,2:31,27/2/2023,Chintamani III,Rashmi
425,Mischief,,31,Male,FALSE,2:10,31/10/2022,KK Market,Mustufa
510,Misconduct in public by a drunken person,,52,Male,FALSE,8:26,31/11/2023,Chintamani I,Aslam
464,Making a false document,,73,Male,FALSE,8:07,6/10/2023,Mahesh Society,Parthiv
415,Cheating,,75,Male,FALSE,9:01,23/2/2020,Chintamani I,Sunil
375,Rape,,75,Female,TRUE,4:41,2/12/2020,Swargate,Kiran
359,Kidnapping,knife,32,Male,TRUE,15:17,7/1/2023,Khau Gali,Parag
304B,Dowry death,,74,Female,TRUE,21:07,17/6/2023,City Pride,Tina
442,House-trespass,,75,Male,FALSE,22:43,21/10/2022,Chintamani I,Atharva
326A,Voluntarily causing grievous hurt by use of acid,acid,36,Male,FALSE,2:02,29/7/2020,Swargate,Atharva
376B,Sexual intercourse by husband upon his wife during separation,,27,Male,FALSE,18:25,13/7/2020,Dolphin Chowk,Navjot
376B,Sexual intercourse by husband upon his wife during separation,,16,Male,FALSE,23:05,19/10/2020,KK Market,
442,House-trespass,,64,Male,FALSE,9:23,27/2/2023,Katraj,Sujoy
445,House-breaking,hammer,70,Male,TRUE,5:41,9/10/2022,Khau Gali,Kailash
396,"Dacoity,Murder",ropes,27,Male,TRUE,22:13,6/8/2023,City Pride,Suresh
396,"Dacoity,Murder",ropes,22,Male,TRUE,2:41,18/7/2020,Chintamani I,Neeraj
391,Dacoity,,38,Male,FALSE,1:11,31/10/2021,Dolphin Chowk,Abdul
354A,Sexual harassment,,62,Female,FALSE,23:09,24/4/2020,Khau Gali,Tina
298,Uttering words with deliberate intent to wound religious feelings,,56,Male,FALSE,7:01,12/9/2020,Dolphin Chowk,Ramesh
310,Thug ,ropes,27,Male,TRUE,14:28,3/8/2020,Chintamani I,Aslam
375,Rape,,75,Female,TRUE,19:58,19/12/2022,Khau Gali,Sapna
445,House-breaking,stones,51,Male,TRUE,16:45,29/6/2021,Sukhsagar Nagar,Sujal
442,House-trespass,,45,Male,FALSE,10:07,7/12/2023,Sukhsagar Nagar,Prasad
391,Dacoity,,21,Male,FALSE,6:39,9/10/2023,City Pride,Rohit
396,"Dacoity,Murder",gun,42,Male,TRUE,23:32,3/8/2020,Khau Gali,Debashish
391,Dacoity,,53,Male,FALSE,18:02,26/1/2022,City Pride,Prem
310,Thug ,knife,71,Male,TRUE,20:11,9/12/2022,Mahesh Society,Anand
510,Misconduct in public by a drunken person,,33,Male,FALSE,9:13,9/5/2021,Mahesh Society,Prasad
354D,Stalking,,26,Female,FALSE,14:38,1/10/2021,Katraj,Poonam
415,Cheating,,43,Male,FALSE,1:39,20/12/2023,Chintamani II,Vineet
359,Kidnapping,gun,59,Male,TRUE,16:12,22/10/2023,Chintamani III,Soham
378,Theft,,34,Male,TRUE,6:44,18/6/2021,City Pride,Abdul
376B,Sexual intercourse by husband upon his wife during separation,,38,Male,FALSE,1:12,19/5/2023,Chintamani III,Abhay
375,Rape,,53,Female,TRUE,3:00,14/10/2022,Sukhsagar Nagar,Shweta
298,Uttering words with deliberate intent to wound religious feelings,,74,Male,FALSE,11:27,10/7/2022,Shani Mandir,Neeraj
298,Uttering words with deliberate intent to wound religious feelings,,57,Male,FALSE,13:16,3/1/2022,KK Market,Sachin
326A,Voluntarily causing grievous hurt by use of acid,acid,49,Male,FALSE,0:54,4/10/2022,Bibwewadi Gavthan,Amar
375,Rape,,43,Female,TRUE,17:11,5/3/2022,Bibwewadi Gavthan,Shweta
425,Mischief,,71,Male,FALSE,12:30,19/7/2023,Shani Mandir,Virat
391,Dacoity,,49,Male,FALSE,8:13,1/8/2022,Shani Mandir,Sachin
410,Stolen property,,32,Male,FALSE,0:31,28/8/2023,Mahesh Society,Sujal
354A,Sexual harassment,,56,Female,FALSE,10:51,27/11/2023,Chintamani I,Rani
337,Causing hurt by act endangering life or personal safety of other,ropes,33,Male,TRUE,0:02,12/10/2022,Swargate,Sameer
304B,Dowry death,,48,Female,TRUE,7:30,9/1/2023,Mahesh Society,Meena
298,Uttering words with deliberate intent to wound religious feelings,,52,Male,FALSE,15:56,8/5/2021,Chintamani I,Kailash
442,House-trespass,,67,Male,FALSE,6:40,9/12/2020,Mahesh Society,Shantanu
463,Forgery,,53,Male,FALSE,13:13,26/8/2020,Mahesh Society,Milind
497,Adultery,,43,Male,FALSE,14:45,1/6/2021,Khau Gali,Ajit
391,Dacoity,,37,Male,FALSE,1:20,18/1/2021,Chintamani II,Vineet
510,Misconduct in public by a drunken person,,66,Male,FALSE,9:59,29/12/2021,Mahesh Society,Milind
326A,Voluntarily causing grievous hurt by use of acid,acid,43,Male,FALSE,20:23,10/12/2023,Chintamani II,Parag
337,Causing hurt by act endangering life or personal safety of other,gun,65,Male,TRUE,6:41,2/7/2020,Bibwewadi Gavthan,Sachin
445,House-breaking,stones,36,Male,TRUE,6:19,20/12/2023,Mahesh Society,Arya
391,Dacoity,,36,Male,FALSE,0:01,24/3/2021,City Pride,Sunil
396,"Dacoity,Murder",knife,37,Male,TRUE,12:11,27/11/2023,Swargate,Amar
390,Robbery,ropes,38,Male,TRUE,16:41,31/11/2022,Chintamani II,Amar
463,Forgery,,41,Male,FALSE,10:01,11/5/2022,Chintamani III,Dheeraj
464,Making a false document,,30,Male,FALSE,9:51,21/12/2023,KK Market,Sunil
442,House-trespass,,65,Male,FALSE,22:34,30/6/2023,Chintamani III,Anand
304B,Dowry death,,49,Female,TRUE,14:25,7/7/2022,Katraj,Aarti
396,"Dacoity,Murder",knife,40,Male,TRUE,2:58,27/11/2022,Mahesh Society,Mustufa
510,Misconduct in public by a drunken person,,53,Male,FALSE,1:34,31/12/2021,Chintamani III,Aslam
376B,Sexual intercourse by husband upon his wife during separation,,45,Male,FALSE,16:25,20/3/2020,Katraj,Mustufa
312,Causing Miscarriage,,29,Female,FALSE,11:13,6/11/2022,Swargate,Jyoti
410,Stolen property,,55,Male,FALSE,2:16,24/2/2021,Chintamani III,Riyan
376B,Sexual intercourse by husband upon his wife during separation,,58,Male,FALSE,19:21,26/5/2021,KK Market,Anand
442,House-trespass,,68,Male,FALSE,19:52,16/7/2023,Swargate,Sunil
300,Murder,knife,26,Male,TRUE,10:32,30/3/2021,Bibwewadi Gavthan,Parthiv
376B,Sexual intercourse by husband upon his wife during separation,,28,Male,FALSE,22:10,25/5/2020,KK Market,Aslam
298,Uttering words with deliberate intent to wound religious feelings,,56,Male,FALSE,22:36,7/10/2020,Sukhsagar Nagar,Aslam
442,House-trespass,,23,Male,FALSE,10:39,10/7/2020,Sukhsagar Nagar,Sameer
375,Rape,,38,Female,TRUE,11:35,30/5/2023,Katraj,Tina
378,Theft,,60,Male,TRUE,19:15,9/2/2022,Chintamani III,Lakshay
310,Thug ,gun,61,Male,TRUE,3:12,2/1/2023,Khau Gali,Neeraj
304A,Causing of death by negligence,,24,Male,FALSE,3:47,30/8/2021,City Pride,Atif
391,Dacoity,,22,Male,FALSE,3:19,10/2/2023,Bibwewadi Gavthan,Lakshay
445,House-breaking,rod,47,Male,TRUE,21:57,23/12/2020,Katraj,Prasad
391,Dacoity,,22,Male,FALSE,0:20,19/2/2022,Swargate,Navjot
300,Murder,gun,70,Male,TRUE,8:21,25/4/2021,Dolphin Chowk,Atharva
497,Adultery,,34,Male,FALSE,1:53,25/2/2022,Chintamani III,Om
375,Rape,,47,Female,TRUE,19:34,3/5/2020,Dolphin Chowk,Meena
425,Mischief,,31,Male,FALSE,5:30,7/9/2022,Chintamani II,Prasad
359,Kidnapping,knife,52,Male,TRUE,23:07,2/9/2023,Chintamani II,Riyan
442,House-trespass,,48,Male,FALSE,3:02,30/3/2021,Dolphin Chowk,Lakshay
354A,Sexual harassment,,48,Female,FALSE,0:40,3/12/2023,Bibwewadi Gavthan,Poonam
415,Cheating,,31,Male,FALSE,8:19,3/7/2020,City Pride,Ramesh
312,Causing Miscarriage,,71,Female,FALSE,6:43,31/6/2023,Chintamani I,Poonam
376B,Sexual intercourse by husband upon his wife during separation,,45,Male,FALSE,19:08,31/5/2023,KK Market,Atif
376B,Sexual intercourse by husband upon his wife during separation,,32,Male,FALSE,8:52,20/10/2022,Bibwewadi Gavthan,Abhay
376B,Sexual intercourse by husband upon his wife during separation,,39,Male,FALSE,7:42,27/5/2023,Shani Mandir,Anand
312,Causing Miscarriage,,31,Female,FALSE,20:30,1/3/2021,Chintamani III,Pooja
445,House-breaking,stones,33,Male,TRUE,23:25,21/5/2022,Katraj,Neeraj
445,House-breaking,hammer,45,Male,TRUE,16:42,13/1/2022,Khau Gali,Dheeraj
354D,Stalking,,27,Female,FALSE,22:59,7/5/2023,Dolphin Chowk,Smita
376B,Sexual intercourse by husband upon his wife during separation,,27,Male,FALSE,16:34,4/11/2022,Chintamani III,Suresh
410,Stolen property,,64,Male,FALSE,19:03,16/7/2021,Bibwewadi Gavthan,Aslam
354D,Stalking,,22,Female,FALSE,17:25,3/11/2021,Swargate,Kavita
304B,Dowry death,,47,Female,TRUE,21:27,2/1/2020,Bibwewadi Gavthan,Sonia
445,House-breaking,hockey stick,65,Male,TRUE,18:43,8/9/2021,Swargate,Atif
304A,Causing of death by negligence,,18,Male,FALSE,10:47,5/5/2021,Mahesh Society,
376B,Sexual intercourse by husband upon his wife during separation,,58,Male,FALSE,9:18,1/5/2023,KK Market,Vaibhav
497,Adultery,,30,Male,FALSE,8:49,10/6/2023,Bibwewadi Gavthan,Parthiv
354D,Stalking,,32,Female,FALSE,12:42,10/8/2021,Katraj,Riya
510,Misconduct in public by a drunken person,,25,Male,FALSE,7:37,1/12/2020,Chintamani III,Sujal
415,Cheating,,67,Male,FALSE,9:06,1/11/2022,City Pride,Sachin
378,Theft,,27,Male,TRUE,16:58,13/12/2022,Swargate,Sujal
463,Forgery,,68,Male,FALSE,9:41,30/4/2020,Swargate,Prasad
304A,Causing of death by negligence,,34,Male,FALSE,10:57,16/8/2022,Mahesh Society,Shantanu
410,Stolen property,,34,Male,FALSE,10:03,6/7/2021,Chintamani III,Ajit
410,Stolen property,,52,Male,FALSE,6:29,21/11/2021,Katraj,Vaibhav
354A,Sexual harassment,,37,Female,FALSE,6:17,31/7/2022,Chintamani III,Rashmi
445,House-breaking,hammer,66,Male,TRUE,14:14,4/6/2020,Khau Gali,Sujal
326A,Voluntarily causing grievous hurt by use of acid,acid,75,Male,TRUE,2:52,25/9/2021,Mahesh Society,Prem
378,Theft,,62,Male,TRUE,12:41,23/6/2020,Shani Mandir,Aslam
510,Misconduct in public by a drunken person,,63,Male,FALSE,20:19,5/11/2022,Swargate,Ajay
378,Theft,,45,Male,TRUE,16:02,13/8/2021,Katraj,Rohit
415,Cheating,,35,Male,FALSE,8:17,17/11/2022,Shani Mandir,Abhay
415,Cheating,,66,Male,FALSE,0:19,7/12/2022,Dolphin Chowk,Arijit
463,Forgery,,69,Male,FALSE,17:03,15/2/2023,Mahesh Society,Vaibhav
463,Forgery,,52,Male,FALSE,0:17,25/8/2020,Mahesh Society,Sameer
378,Theft,,35,Male,TRUE,13:33,8/10/2023,Mahesh Society,Abdul
497,Adultery,,56,Male,FALSE,1:30,15/7/2020,City Pride,Ajay
390,Robbery,knife,36,Male,TRUE,10:22,23/3/2022,City Pride,Suresh
337,Causing hurt by act endangering life or personal safety of other,ropes,21,Male,TRUE,2:01,16/3/2020,Dolphin Chowk,Lakshay
304A,Causing of death by negligence,,63,Male,FALSE,1:40,14/4/2020,KK Market,Mustufa
410,Stolen property,,43,Male,FALSE,19:17,31/9/2022,City Pride,Riyan
390,Robbery,ropes,36,Male,TRUE,0:40,23/1/2020,Shani Mandir,Milind
375,Rape,,38,Female,TRUE,3:46,17/5/2020,Chintamani III,Mona
442,House-trespass,,35,Male,FALSE,10:16,5/5/2021,Dolphin Chowk,Prasad
410,Stolen property,,63,Male,FALSE,17:04,21/3/2022,Khau Gali,Aslam
375,Rape,,42,Female,TRUE,22:16,17/6/2021,Mahesh Society,Mona
312,Causing Miscarriage,,58,Female,FALSE,12:54,12/2/2020,Sukhsagar Nagar,Aarti
445,House-breaking,rod,44,Male,TRUE,14:34,8/12/2023,Chintamani III,Navjot
375,Rape,,27,Female,TRUE,14:41,5/4/2022,Chintamani III,Pooja
300,Murder,ropes,35,Male,TRUE,16:40,29/11/2022,City Pride,Vineet
312,Causing Miscarriage,,51,Female,FALSE,23:59,17/2/2023,City Pride,Anita
300,Murder,ropes,36,Male,TRUE,18:49,11/10/2020,Chintamani II,Mustufa
463,Forgery,,38,Male,FALSE,4:22,6/11/2020,Swargate,Om
445,House-breaking,hockey stick,73,Male,TRUE,8:40,17/1/2021,KK Market,Aslam
298,Uttering words with deliberate intent to wound religious feelings,,60,Male,FALSE,19:44,2/7/2023,Swargate,Abhay
354A,Sexual harassment,,24,Female,FALSE,12:53,9/1/2020,Chintamani III,Smita
310,Thug ,ropes,48,Male,TRUE,20:38,26/11/2023,City Pride,Prem
497,Adultery,,75,Male,FALSE,6:29,30/1/2020,Katraj,Parthiv
300,Murder,gun,24,Male,TRUE,0:39,23/12/2020,Katraj,Ajit
312,Causing Miscarriage,,51,Female,FALSE,2:50,21/7/2023,Khau Gali,Kiran
312,Causing Miscarriage,,32,Female,FALSE,19:05,7/2/2021,Sukhsagar Nagar,Shweta
415,Cheating,,33,Male,FALSE,5:35,11/4/2022,City Pride,Vineet
375,Rape,,57,Female,TRUE,6:10,24/9/2021,Bibwewadi Gavthan,Mona
304A,Causing of death by negligence,,69,Male,FALSE,15:44,24/10/2020,Dolphin Chowk,Lakshay
304B,Dowry death,,16,Male,TRUE,21:07,13/2/2021,Sukhsagar Nagar,
326A,Voluntarily causing grievous hurt by use of acid,acid,65,Male,TRUE,19:50,28/4/2022,Chintamani III,Rohit
375,Rape,,22,Female,TRUE,14:41,6/5/2021,Shani Mandir,Kavita
415,Cheating,,25,Male,FALSE,14:31,5/2/2020,Mahesh Society,Atif
300,Murder,ropes,47,Male,TRUE,20:49,15/10/2022,KK Market,Debashish
298,Uttering words with deliberate intent to wound religious feelings,,50,Male,FALSE,10:09,22/12/2022,Mahesh Society,Sunil
410,Stolen property,,31,Male,FALSE,21:42,17/9/2022,Chintamani I,Prem
378,Theft,,55,Male,TRUE,12:43,22/3/2023,Sukhsagar Nagar,Aslam
300,Murder,knife,67,Male,TRUE,21:36,3/4/2022,City Pride,Ajay
391,Dacoity,,40,Male,FALSE,1:21,15/2/2022,Sukhsagar Nagar,Kailash
375,Rape,,33,Female,TRUE,19:08,6/6/2022,Chintamani I,Divya
425,Mischief,,47,Male,FALSE,18:28,2/1/2022,KK Market,Mahendra
354A,Sexual harassment,,56,Female,FALSE,15:39,29/10/2020,Chintamani II,Rashmi
354D,Stalking,,18,Female,FALSE,0:20,21/7/2022,Shani Mandir,
378,Theft,,16,Female,TRUE,12:37,7/12/2022,Swargate,
510,Misconduct in public by a drunken person,,28,Male,FALSE,7:31,7/1/2023,Shani Mandir,Suresh
300,Murder,ropes,16,Male,TRUE,10:42,30/4/2021,Dolphin Chowk,
497,Adultery,,65,Male,FALSE,15:42,27/4/2021,Shani Mandir,Atif
310,Thug ,ropes,33,Male,TRUE,4:42,15/11/2022,Chintamani III,Sujoy
310,Thug ,gun,65,Male,TRUE,7:17,29/7/2020,Dolphin Chowk,Prem
391,Dacoity,,73,Male,FALSE,23:54,17/4/2020,Katraj,Parthiv
354D,Stalking,,26,Female,FALSE,20:24,18/5/2023,Shani Mandir,Anita
304B,Dowry death,,62,Female,TRUE,11:47,6/2/2023,Bibwewadi Gavthan,Sonia
354A,Sexual harassment,,52,Female,FALSE,6:24,8/3/2022,Khau Gali,Shweta
396,"Dacoity,Murder",knife,54,Male,TRUE,22:07,20/6/2020,Dolphin Chowk,Sunil
326A,Voluntarily causing grievous hurt by use of acid,acid,55,Male,TRUE,11:16,20/5/2021,Chintamani III,Atharva
510,Misconduct in public by a drunken person,,37,Male,FALSE,15:58,18/5/2020,Khau Gali,Parthiv
376B,Sexual intercourse by husband upon his wife during separation,,26,Male,FALSE,19:20,16/3/2022,Chintamani II,Navjot
378,Theft,,56,Male,TRUE,11:05,26/11/2021,Mahesh Society,Prasad
337,Causing hurt by act endangering life or personal safety of other,knife,48,Male,TRUE,14:35,24/4/2020,Khau Gali,Parthiv
354A,Sexual harassment,,28,Female,FALSE,14:15,13/4/2023,Chintamani III,Neha
359,Kidnapping,gun,26,Male,TRUE,8:43,20/3/2020,Bibwewadi Gavthan,Kailash
310,Thug ,ropes,47,Male,TRUE,17:22,18/8/2020,Katraj,Mustufa
497,Adultery,,73,Male,FALSE,7:21,31/12/2021,Mahesh Society,Dheeraj
304A,Causing of death by negligence,,42,Male,FALSE,15:01,12/10/2022,Khau Gali,Mustufa
337,Causing hurt by act endangering life or personal safety of other,ropes,68,Male,TRUE,20:43,8/4/2023,Khau Gali,Rohit
425,Mischief,,69,Male,FALSE,3:33,9/6/2022,Katraj,Neeraj
354D,Stalking,,34,Female,FALSE,11:30,15/3/2021,Chintamani I,Suman
354A,Sexual harassment,,67,Female,FALSE,7:26,10/6/2021,Chintamani III,Priya
298,Uttering words with deliberate intent to wound religious feelings,,60,Male,FALSE,3:34,8/2/2022,Shani Mandir,Prem
326A,Voluntarily causing grievous hurt by use of acid,acid,20,Male,FALSE,11:26,21/12/2023,Sukhsagar Nagar,Arijit
326A,Voluntarily causing grievous hurt by use of acid,acid,73,Male,FALSE,5:29,23/2/2023,Dolphin Chowk,Vaibhav
354D,Stalking,,67,Female,FALSE,11:38,28/11/2020,Sukhsagar Nagar,Sapna
390,Robbery,ropes,38,Male,TRUE,10:05,8/6/2020,Sukhsagar Nagar,Atharva
396,"Dacoity,Murder",knife,25,Male,TRUE,1:49,30/12/2022,Khau Gali,Sachin
390,Robbery,knife,22,Male,TRUE,11:42,17/9/2022,Chintamani I,Neeraj
391,Dacoity,,28,Male,FALSE,16:00,29/12/2023,Bibwewadi Gavthan,Dheeraj
510,Misconduct in public by a drunken person,,60,Male,FALSE,7:51,21/5/2021,Khau Gali,Ramesh
310,Thug ,ropes,63,Male,TRUE,19:47,7/10/2023,KK Market,Om
310,Thug ,ropes,24,Male,TRUE,0:54,23/4/2021,Chintamani II,Parag
378,Theft,,40,Male,TRUE,23:10,13/4/2020,Mahesh Society,Abdul
410,Stolen property,,34,Male,FALSE,2:36,8/10/2023,Dolphin Chowk,Arya
312,Causing Miscarriage,,36,Female,FALSE,17:07,22/9/2021,Khau Gali,Tina
463,Forgery,,64,Male,FALSE,1:33,6/4/2022,Bibwewadi Gavthan,Prem
337,Causing hurt by act endangering life or personal safety of other,knife,19,Male,TRUE,9:02,29/11/2020,Sukhsagar Nagar,Dheeraj
312,Causing Miscarriage,,57,Female,FALSE,20:40,1/4/2020,Chintamani II,Meena
354D,Stalking,,42,Female,FALSE,12:58,18/6/2023,Shani Mandir,Neha
300,Murder,gun,54,Male,TRUE,16:01,20/10/2023,Chintamani II,Debashish
410,Stolen property,,29,Male,FALSE,3:02,10/8/2023,Chintamani III,Abdul
326A,Voluntarily causing grievous hurt by use of acid,acid,22,Male,FALSE,20:31,27/6/2020,Swargate,Abdul
304A,Causing of death by negligence,,58,Male,FALSE,4:17,26/8/2022,KK Market,Mahendra
300,Murder,gun,17,Male,TRUE,7:14,17/1/2020,Sukhsagar Nagar,
326A,Voluntarily causing grievous hurt by use of acid,acid,26,Male,TRUE,19:24,2/8/2020,Swargate,Sachin
442,House-trespass,,58,Male,FALSE,9:55,5/5/2022,Chintamani II,Shantanu
298,Uttering words with deliberate intent to wound religious feelings,,50,Male,FALSE,23:57,20/3/2020,Chintamani III,Neeraj
310,Thug ,knife,40,Male,TRUE,3:01,12/1/2020,Khau Gali,Shantanu
298,Uttering words with deliberate intent to wound religious feelings,,35,Male,FALSE,2:11,18/12/2022,Bibwewadi Gavthan,Parthiv
376B,Sexual intercourse by husband upon his wife during separation,,28,Male,FALSE,10:34,4/10/2020,Shani Mandir,Debashish
354A,Sexual harassment,,73,Female,FALSE,13:25,9/2/2021,Katraj,Shweta
326A,Voluntarily causing grievous hurt by use of acid,acid,30,Male,FALSE,20:17,28/1/2023,Chintamani I,Arya
390,Robbery,knife,51,Male,TRUE,12:19,30/7/2022,Sukhsagar Nagar,Arijit
312,Causing Miscarriage,,17,Male,FALSE,13:01,4/2/2022,City Pride,
510,Misconduct in public by a drunken person,,30,Male,FALSE,5:53,29/6/2022,KK Market,Kailash
304A,Causing of death by negligence,,66,Male,FALSE,16:13,12/7/2023,Swargate,Neeraj
326A,Voluntarily causing grievous hurt by use of acid,acid,50,Male,FALSE,21:48,16/12/2021,Chintamani III,Parthiv
298,Uttering words with deliberate intent to wound religious feelings,,20,Male,FALSE,11:52,28/11/2020,City Pride,Aslam
300,Murder,ropes,22,Male,TRUE,3:15,11/11/2022,Chintamani II,Sunil
376B,Sexual intercourse by husband upon his wife during separation,,18,Male,FALSE,8:46,10/6/2023,Bibwewadi Gavthan,
337,Causing hurt by act endangering life or personal safety of other,knife,25,Male,TRUE,23:39,28/4/2022,Khau Gali,Sujoy
354A,Sexual harassment,,63,Female,FALSE,11:35,15/4/2020,Shani Mandir,Neha
445,House-breaking,stones,42,Male,TRUE,7:12,22/2/2021,Khau Gali,Ajay
391,Dacoity,,66,Male,FALSE,15:19,17/4/2021,Khau Gali,Sameer
354A,Sexual harassment,,69,Female,FALSE,11:25,7/11/2023,Chintamani III,Kajal
312,Causing Miscarriage,,23,Female,FALSE,3:17,19/11/2020,Chintamani I,Rashmi
445,House-breaking,hockey stick,17,Female,TRUE,16:17,10/12/2021,Khau Gali,
415,Cheating,,29,Male,FALSE,19:22,10/7/2020,Khau Gali,Sameer
425,Mischief,,37,Male,FALSE,3:38,4/1/2021,Chintamani I,Milind
510,Misconduct in public by a drunken person,,22,Male,FALSE,8:33,23/2/2023,Swargate,Navjot
310,Thug ,knife,60,Male,TRUE,0:14,22/2/2022,Chintamani II,Sunil
445,House-breaking,stones,58,Male,TRUE,2:02,26/12/2023,Sukhsagar Nagar,Ajit
445,House-breaking,hammer,75,Male,TRUE,9:04,14/2/2021,Swargate,Anand
378,Theft,,24,Male,TRUE,13:37,19/1/2020,Chintamani I,Shantanu
425,Mischief,,31,Male,FALSE,16:14,4/2/2021,City Pride,Anand
497,Adultery,,24,Male,FALSE,18:41,12/2/2023,Chintamani I,Arijit
463,Forgery,,41,Male,FALSE,18:32,22/10/2021,Khau Gali,Parag
376B,Sexual intercourse by husband upon his wife during separation,,24,Male,FALSE,1:13,10/10/2021,KK Market,Milind
391,Dacoity,,27,Male,FALSE,16:34,6/8/2021,Katraj,Rohit
464,Making a false document,,24,Male,FALSE,13:02,31/9/2023,Khau Gali,Vaibhav
378,Theft,,57,Male,TRUE,21:39,24/12/2023,Chintamani I,Parthiv
442,House-trespass,,71,Male,FALSE,21:19,30/8/2020,Chintamani I,Soham
445,House-breaking,rod,58,Male,TRUE,16:34,17/4/2023,Mahesh Society,Abhay
497,Adultery,,75,Male,FALSE,23:59,11/12/2023,Swargate,Ajit
310,Thug ,ropes,34,Male,TRUE,1:35,20/6/2021,Sukhsagar Nagar,Atharva
415,Cheating,,45,Male,FALSE,13:22,21/1/2020,City Pride,Vineet
497,Adultery,,43,Male,FALSE,11:17,27/1/2020,Katraj,Riyan
354D,Stalking,,52,Female,FALSE,8:37,19/6/2021,Bibwewadi Gavthan,Sneha
497,Adultery,,34,Male,FALSE,20:37,9/3/2022,Mahesh Society,Om
300,Murder,knife,75,Male,TRUE,0:06,5/2/2022,KK Market,Prasad
312,Causing Miscarriage,,17,Male,FALSE,7:20,16/9/2022,City Pride,
410,Stolen property,,61,Male,FALSE,18:44,7/2/2022,Dolphin Chowk,Virat
391,Dacoity,,41,Male,FALSE,10:15,28/3/2021,Khau Gali,Sameer
383,Extortion,knife,63,Male,TRUE,2:53,14/9/2022,Mahesh Society,Amar
415,Cheating,,75,Male,FALSE,6:01,26/9/2020,Dolphin Chowk,Sujoy
300,Murder,gun,17,Male,TRUE,9:32,27/3/2022,Dolphin Chowk,
337,Causing hurt by act endangering life or personal safety of other,gun,55,Male,TRUE,1:17,2/7/2022,Katraj,Ajit
359,Kidnapping,ropes,36,Male,TRUE,1:52,12/4/2022,KK Market,Suresh
300,Murder,knife,17,Male,TRUE,20:32,13/4/2022,Mahesh Society,
310,Thug ,gun,40,Male,TRUE,3:45,10/12/2021,KK Market,Ajay
445,House-breaking,stones,47,Male,TRUE,23:58,9/4/2023,City Pride,Atif
312,Causing Miscarriage,,24,Female,FALSE,3:22,16/6/2022,KK Market,Jyoti
326A,Voluntarily causing grievous hurt by use of acid,acid,61,Male,FALSE,9:43,31/12/2020,Swargate,Ajit
415,Cheating,,59,Male,FALSE,13:12,9/5/2023,Khau Gali,Ajit
298,Uttering words with deliberate intent to wound religious feelings,,66,Male,FALSE,23:54,30/11/2021,Chintamani I,Sachin
463,Forgery,,28,Male,FALSE,16:05,6/10/2022,Shani Mandir,Parthiv
396,"Dacoity,Murder",ropes,34,Male,TRUE,22:54,20/10/2021,Katraj,Parag
396,"Dacoity,Murder",gun,45,Male,TRUE,9:12,11/12/2023,Chintamani I,Virat
304B,Dowry death,,63,Female,TRUE,15:35,2/3/2021,Sukhsagar Nagar,Jyoti
304B,Dowry death,,57,Female,TRUE,4:09,25/8/2022,Swargate,Poonam
354D,Stalking,,25,Female,FALSE,1:14,25/2/2021,KK Market,Anita
410,Stolen property,,22,Male,FALSE,2:51,8/8/2023,City Pride,Debashish
383,Extortion,knife,68,Male,TRUE,18:18,21/6/2022,Khau Gali,Sunil
359,Kidnapping,gun,16,Male,TRUE,9:48,19/4/2021,Khau Gali,
304B,Dowry death,,62,Female,TRUE,10:46,26/11/2021,Shani Mandir,Suman
300,Murder,gun,75,Male,TRUE,2:39,17/8/2023,Swargate,Neeraj
425,Mischief,,32,Male,FALSE,20:38,20/2/2020,Katraj,Abhay
312,Causing Miscarriage,,57,Female,FALSE,8:33,12/11/2020,Chintamani I,Shweta
464,Making a false document,,75,Male,FALSE,2:02,13/2/2021,Katraj,Sameer
510,Misconduct in public by a drunken person,,40,Male,FALSE,0:22,21/6/2020,City Pride,Sameer
415,Cheating,,49,Male,FALSE,14:48,5/6/2021,KK Market,Atharva
354D,Stalking,,41,Female,FALSE,15:59,24/4/2021,Chintamani III,Sonia
463,Forgery,,34,Male,FALSE,0:25,22/1/2022,Chintamani II,Om
